Itemsets;Suporte;Quantidade_itens
{avaliacao_baixa, genero_aventura, popularidade_media};0,02274595779665662;3
{genero_acao, genero_aventura, genero_fantasia};0,02274595779665662;3
{avaliacao_baixa, genero_comedia, periodo_2000_2009, popularidade_baixa};0,02274595779665662;4
{genero_drama, genero_suspense, periodo_2000_2009, popularidade_media};0,02247191011235955;4
{periodo_1950_1969, popularidade_baixa};0,02247191011235955;2
{genero_acao, genero_aventura, popularidade_baixa};0,02247191011235955;3
{periodo_antes_1950};0,02247191011235955;1
{avaliacao_media, genero_drama, genero_guerra};0,02247191011235955;3
{genero_acao, genero_ficcao_cientifica, periodo_2010_2018};0,02247191011235955;3
{avaliacao_media, genero_ficcao_cientifica, periodo_2010_2018};0,02247191011235955;3
{genero_animacao, genero_infantil, popularidade_media};0,02247191011235955;3
{genero_comedia, periodo_2010_2018, popularidade_media};0,02247191011235955;3
{genero_drama, periodo_2010_2018, popularidade_baixa};0,02247191011235955;3
{genero_acao, genero_crime, periodo_2000_2009};0,02247191011235955;3
{genero_acao, genero_aventura, popularidade_alta};0,022197862428062484;3
{genero_terror, periodo_1990_1999};0,022197862428062484;2
{avaliacao_media, genero_terror, popularidade_media};0,022197862428062484;3
{genero_animacao, genero_fantasia};0,021923814743765414;2
{avaliacao_media, genero_fantasia, genero_infantil};0,021923814743765414;3
{genero_acao, periodo_2010_2018, popularidade_baixa};0,021923814743765414;3
{avaliacao_media, genero_aventura, genero_comedia, popularidade_media};0,021923814743765414;4
{genero_imax, periodo_2010_2018};0,021923814743765414;2
{avaliacao_baixa, genero_drama, popularidade_media};0,021923814743765414;3
{genero_acao, periodo_2000_2009, popularidade_baixa};0,021649767059468347;3
{genero_aventura, genero_comedia, periodo_2000_2009};0,021649767059468347;3
{genero_crime, periodo_1990_1999, popularidade_media};0,021649767059468347;3
{genero_comedia, genero_crime, popularidade_media};0,021649767059468347;3
{genero_misterio, periodo_1990_1999};0,021649767059468347;2
{avaliacao_baixa, genero_ficcao_cientifica, popularidade_media};0,02137571937517128;3
{genero_aventura, periodo_1970_1989, popularidade_media};0,02110167169087421;3
{genero_crime, periodo_2000_2009, popularidade_baixa};0,02110167169087421;3
{periodo_1970_1989, popularidade_alta};0,02110167169087421;2
{genero_crime, genero_drama, genero_suspense, popularidade_media};0,02110167169087421;4
{genero_romance, periodo_2000_2009, popularidade_baixa};0,02110167169087421;3
{genero_comedia, genero_fantasia, popularidade_media};0,02110167169087421;3
{avaliacao_baixa, genero_drama, periodo_1990_1999};0,02110167169087421;3
{avaliacao_baixa, genero_comedia, periodo_1990_1999, popularidade_media};0,020827624006577145;4
{avaliacao_media, genero_acao, genero_drama, genero_suspense};0,020827624006577145;4
{genero_acao, genero_drama, popularidade_baixa};0,020827624006577145;3
{avaliacao_baixa, periodo_1970_1989, popularidade_baixa};0,020827624006577145;3
{genero_acao, genero_imax};0,020827624006577145;2
{genero_animacao, genero_comedia, genero_infantil};0,020827624006577145;3
{avaliacao_alta, genero_romance};0,020827624006577145;2
{genero_ficcao_cientifica, periodo_2000_2009, popularidade_media};0,020827624006577145;3
{genero_terror, periodo_1970_1989};0,020827624006577145;2
{genero_ficcao_cientifica, genero_terror};0,020553576322280078;2
{avaliacao_media, genero_drama, genero_suspense, periodo_1990_1999};0,020553576322280078;4
{avaliacao_media, genero_fantasia, periodo_2000_2009};0,020553576322280078;3
{genero_acao, genero_aventura, genero_comedia};0,020553576322280078;3
{genero_aventura, genero_comedia, genero_infantil};0,020553576322280078;3
{genero_aventura, genero_suspense, popularidade_media};0,020553576322280078;3
{genero_comedia, genero_romance, periodo_2000_2009, popularidade_media};0,020553576322280078;4
{genero_drama, genero_romance, periodo_2000_2009, popularidade_media};0,020553576322280078;4
{genero_fantasia, genero_romance};0,020553576322280078;2
{genero_comedia, genero_musical};0,020279528637983008;2
{genero_acao, genero_suspense, popularidade_alta};0,020279528637983008;3
{genero_drama, genero_romance, periodo_1990_1999, popularidade_media};0,020279528637983008;4
{avaliacao_media, genero_acao, genero_ficcao_cientifica, genero_suspense};0,020279528637983008;4
{genero_drama, genero_suspense, periodo_2000_2009, popularidade_baixa};0,020279528637983008;4
{genero_acao, genero_comedia, periodo_2000_2009};0,020279528637983008;3
{avaliacao_baixa, genero_acao, genero_comedia};0,020279528637983008;3
{genero_romance, periodo_1990_1999, popularidade_baixa};0,020279528637983008;3
{genero_acao, genero_crime, genero_drama};0,020005480953685942;3
{genero_aventura, periodo_1990_1999, popularidade_media};0,020005480953685942;3
{genero_acao, genero_aventura, periodo_1990_1999};0,020005480953685942;3
{genero_acao, genero_aventura, periodo_1970_1989};0,020005480953685942;3
{genero_crime, periodo_1970_1989};0,020005480953685942;2
{genero_acao, genero_aventura, genero_ficcao_cientifica, popularidade_media};0,020005480953685942;4
{genero_ficcao_cientifica, periodo_2010_2018, popularidade_media};0,020005480953685942;3
