movieId;title;genres;ano_lancamento;quantidade_avaliacoes;media_avaliacoes;mediana_avaliacoes;desvio_padrao_avaliacoes;primeira_avaliacao;ultima_avaliacao;quantidade_generos;periodo_lancamento;faixa_avaliacao;faixa_popularidade;generos_normalizados
1210;Star Wars: Episode VI - Return of the Jedi (1983);Action|Adventure|Sci-Fi;1983;196;4,137755102040816;4,0;0,8661160348771241;1996-12-26 14:08:55+00:00;2018-08-30 11:05:54+00:00;3;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_acao|genero_aventura|genero_ficcao_cientifica
1211;Wings of Desire (Himmel über Berlin, Der) (1987);Drama|Fantasy|Romance;1987;13;3,8846153846153846;4,0;1,1208970766356101;1997-05-30 20:40:13+00:00;2015-11-15 11:27:24+00:00;3;periodo_1970_1989;avaliacao_media;popularidade_media;genero_drama|genero_fantasia|genero_romance
1212;Third Man, The (1949);Film-Noir|Mystery|Thriller;1949;24;4,229166666666667;4,5;0,977787727771069;1999-10-19 19:46:49+00:00;2018-07-03 18:51:55+00:00;3;periodo_antes_1950;avaliacao_alta;popularidade_media;genero_film_noir|genero_misterio|genero_suspense
1213;Goodfellas (1990);Crime|Drama;1990;126;4,25;4,0;0,6833739825307954;1997-03-19 11:54:21+00:00;2018-09-18 01:49:11+00:00;2;periodo_1990_1999;avaliacao_alta;popularidade_alta;genero_crime|genero_drama
1214;Alien (1979);Horror|Sci-Fi;1979;146;3,969178082191781;4,0;0,9436221532308472;1996-12-13 08:57:05+00:00;2018-08-31 10:00:56+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_alta;genero_terror|genero_ficcao_cientifica
1215;Army of Darkness (1993);Action|Adventure|Comedy|Fantasy|Horror;1993;51;4,03921568627451;4,0;0,8651192822663357;1996-11-27 10:10:01+00:00;2018-08-26 10:50:44+00:00;5;periodo_1990_1999;avaliacao_alta;popularidade_alta;genero_acao|genero_aventura|genero_comedia|genero_fantasia|genero_terror
1216;Big Blue, The (Grand bleu, Le) (1988);Adventure|Drama|Romance;1988;11;3,4545454545454546;3,0;0,8201995322647244;2000-04-17 03:25:25+00:00;2017-06-27 00:01:02+00:00;3;periodo_1970_1989;avaliacao_media;popularidade_media;genero_aventura|genero_drama|genero_romance
1217;Ran (1985);Drama|War;1985;15;4,433333333333334;4,0;0,5627314338711379;1997-03-19 12:03:43+00:00;2009-08-15 11:29:52+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_drama|genero_guerra
1218;Killer, The (Die xue shuang xiong) (1989);Action|Crime|Drama|Thriller;1989;11;4,0;4,0;1,161895003862225;2000-03-24 19:53:10+00:00;2017-06-30 04:40:31+00:00;4;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_acao|genero_crime|genero_drama|genero_suspense
1219;Psycho (1960);Crime|Horror;1960;83;4,036144578313253;4,0;0,8546256223937793;1996-11-27 10:09:09+00:00;2018-07-24 18:50:04+00:00;2;periodo_1950_1969;avaliacao_alta;popularidade_alta;genero_crime|genero_terror
1220;Blues Brothers, The (1980);Action|Comedy|Musical;1980;84;3,8095238095238093;4,0;0,9114557464515378;1996-12-26 14:15:41+00:00;2018-04-08 19:49:00+00:00;3;periodo_1970_1989;avaliacao_media;popularidade_alta;genero_acao|genero_comedia|genero_musical
1221;Godfather: Part II, The (1974);Crime|Drama;1974;129;4,25968992248062;4,5;0,8030721655622084;1997-01-28 17:43:16+00:00;2018-08-31 10:02:23+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_crime|genero_drama
1222;Full Metal Jacket (1987);Drama|War;1987;102;4,098039215686274;4,0;0,8145922131314713;1997-05-30 20:56:12+00:00;2018-07-03 17:52:01+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_drama|genero_guerra
1223;Grand Day Out with Wallace and Gromit, A (1989);Adventure|Animation|Children|Comedy|Sci-Fi;1989;28;4,089285714285714;4,25;1,0891176468486996;1999-10-20 01:51:50+00:00;2018-03-07 07:38:44+00:00;5;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_aventura|genero_animacao|genero_infantil|genero_comedia|genero_ficcao_cientifica
1224;Henry V (1989);Action|Drama|Romance|War;1989;19;4,0;4,0;0,8164965809277261;1997-02-23 22:35:38+00:00;2017-06-26 18:16:11+00:00;4;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_acao|genero_drama|genero_romance|genero_guerra
1225;Amadeus (1984);Drama;1984;76;4,184210526315789;4,0;0,7520731580688936;1996-12-26 14:13:43+00:00;2018-06-18 15:06:27+00:00;1;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_drama
1226;Quiet Man, The (1952);Drama|Romance;1952;6;3,5;3,5;1,0488088481701514;2000-07-30 19:00:18+00:00;2018-02-20 15:12:08+00:00;2;periodo_1950_1969;avaliacao_media;popularidade_baixa;genero_drama|genero_romance
1227;Once Upon a Time in America (1984);Crime|Drama;1984;16;4,0625;4,0;0,75;1997-04-07 07:16:22+00:00;2017-01-22 15:08:45+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_crime|genero_drama
1228;Raging Bull (1980);Drama;1980;40;4,1875;4,0;0,7981348449787359;1997-03-19 11:56:26+00:00;2017-06-26 18:14:13+00:00;1;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_drama
1230;Annie Hall (1977);Comedy|Romance;1977;58;3,8706896551724137;4,0;1,1103987936519648;1997-03-19 12:03:43+00:00;2018-05-23 20:48:25+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_alta;genero_comedia|genero_romance
1231;Right Stuff, The (1983);Drama;1983;22;3,8636363636363638;4,0;1,0256451881367417;1996-12-13 08:57:48+00:00;2017-06-26 18:21:12+00:00;1;periodo_1970_1989;avaliacao_media;popularidade_media;genero_drama
1232;Stalker (1979);Drama|Mystery|Sci-Fi;1979;8;3,625;3,75;1,093813773650968;2001-01-24 03:36:19+00:00;2018-04-29 10:36:38+00:00;3;periodo_1970_1989;avaliacao_media;popularidade_baixa;genero_drama|genero_misterio|genero_ficcao_cientifica
1233;Boot, Das (Boat, The) (1981);Action|Drama|War;1981;40;4,2125;4,0;0,6783038801644539;1996-12-26 14:16:28+00:00;2017-06-30 04:40:53+00:00;3;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_acao|genero_drama|genero_guerra
1234;Sting, The (1973);Comedy|Crime;1973;64;3,9765625;4,0;0,9488074699744756;1996-12-26 14:11:27+00:00;2018-08-11 00:52:13+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_alta;genero_comedia|genero_crime
1235;Harold and Maude (1971);Comedy|Drama|Romance;1971;26;4,288461538461538;4,5;0,7095502367426414;1997-04-07 07:14:38+00:00;2017-11-24 16:28:20+00:00;3;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_comedia|genero_drama|genero_romance
1237;Seventh Seal, The (Sjunde inseglet, Det) (1957);Drama;1957;18;4,222222222222222;4,0;0,7712141348743973;1998-03-09 18:33:22+00:00;2018-05-02 18:42:00+00:00;1;periodo_1950_1969;avaliacao_alta;popularidade_media;genero_drama
1238;Local Hero (1983);Comedy;1983;9;4,055555555555555;4,0;0,8079466429027216;1997-05-30 21:00:50+00:00;2013-06-01 23:27:29+00:00;1;periodo_1970_1989;avaliacao_alta;popularidade_baixa;genero_comedia
1240;Terminator, The (1984);Action|Sci-Fi|Thriller;1984;131;3,8969465648854964;4,0;0,8497003029392378;1996-12-13 08:56:48+00:00;2018-08-10 03:37:48+00:00;3;periodo_1970_1989;avaliacao_media;popularidade_alta;genero_acao|genero_ficcao_cientifica|genero_suspense
1241;Dead Alive (Braindead) (1992);Comedy|Fantasy|Horror;1992;10;4,05;4,5;1,2791055902899928;2000-05-08 04:24:38+00:00;2018-01-10 03:38:36+00:00;3;periodo_1990_1999;avaliacao_alta;popularidade_media;genero_comedia|genero_fantasia|genero_terror
1242;Glory (1989);Drama|War;1989;41;4,170731707317073;4,0;0,6577400331586275;1996-12-26 14:12:42+00:00;2017-06-26 17:44:58+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_drama|genero_guerra
1243;Rosencrantz and Guildenstern Are Dead (1990);Comedy|Drama;1990;16;3,96875;4,0;1,1614466553971963;1997-09-16 13:27:23+00:00;2017-06-27 00:56:28+00:00;2;periodo_1990_1999;avaliacao_media;popularidade_media;genero_comedia|genero_drama
1244;Manhattan (1979);Comedy|Drama|Romance;1979;33;4,106060606060606;4,0;0,7578503290308195;1997-04-07 07:13:48+00:00;2017-06-26 17:42:47+00:00;3;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_comedia|genero_drama|genero_romance
1245;Miller's Crossing (1990);Crime|Drama|Film-Noir|Thriller;1990;20;4,225;4,0;0,6972691091152079;1997-09-16 13:01:56+00:00;2017-08-17 20:15:47+00:00;4;periodo_1990_1999;avaliacao_alta;popularidade_media;genero_crime|genero_drama|genero_film_noir|genero_suspense
1246;Dead Poets Society (1989);Drama;1989;86;3,9593023255813953;4,0;0,9431334391243521;1996-12-13 08:57:48+00:00;2018-05-05 19:33:20+00:00;1;periodo_1970_1989;avaliacao_media;popularidade_alta;genero_drama
1247;Graduate, The (1967);Comedy|Drama|Romance;1967;79;4,063291139240507;4,0;0,9106460393715244;1997-03-19 11:59:39+00:00;2017-09-26 03:08:50+00:00;3;periodo_1950_1969;avaliacao_alta;popularidade_alta;genero_comedia|genero_drama|genero_romance
1248;Touch of Evil (1958);Crime|Film-Noir|Thriller;1958;17;4,264705882352941;4,5;0,709701677177274;1999-11-06 21:10:20+00:00;2017-06-26 18:14:05+00:00;3;periodo_1950_1969;avaliacao_alta;popularidade_media;genero_crime|genero_film_noir|genero_suspense
1249;Femme Nikita, La (Nikita) (1990);Action|Crime|Romance|Thriller;1990;35;4,071428571428571;4,0;0,6767445554101716;1997-09-16 13:17:45+00:00;2017-06-29 18:55:53+00:00;4;periodo_1990_1999;avaliacao_alta;popularidade_media;genero_acao|genero_crime|genero_romance|genero_suspense
1250;Bridge on the River Kwai, The (1957);Adventure|Drama|War;1957;45;4,122222222222222;4,5;1,11373427728702;1996-12-26 14:13:17+00:00;2017-04-02 00:57:10+00:00;3;periodo_1950_1969;avaliacao_alta;popularidade_media;genero_aventura|genero_drama|genero_guerra
1251;8 1/2 (8½) (1963);Drama|Fantasy;1963;14;4,071428571428571;4,25;0,7032108464077431;1999-10-14 16:43:41+00:00;2018-08-13 16:46:41+00:00;2;periodo_1950_1969;avaliacao_alta;popularidade_media;genero_drama|genero_fantasia
1252;Chinatown (1974);Crime|Film-Noir|Mystery|Thriller;1974;59;4,211864406779661;4,5;0,7779470653392173;1999-10-05 09:12:15+00:00;2018-07-03 17:00:24+00:00;4;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_crime|genero_film_noir|genero_misterio|genero_suspense
1253;Day the Earth Stood Still, The (1951);Drama|Sci-Fi|Thriller;1951;25;3,82;4,0;0,7483314773547882;1998-08-02 19:07:54+00:00;2018-02-20 11:11:46+00:00;3;periodo_1950_1969;avaliacao_media;popularidade_media;genero_drama|genero_ficcao_cientifica|genero_suspense
1254;Treasure of the Sierra Madre, The (1948);Action|Adventure|Drama|Western;1948;16;3,65625;4,0;1,0911576421397597;1996-12-26 14:16:08+00:00;2017-06-27 00:35:25+00:00;4;periodo_antes_1950;avaliacao_media;popularidade_media;genero_acao|genero_aventura|genero_drama|genero_faroeste
1255;Bad Taste (1987);Comedy|Horror|Sci-Fi;1987;6;3,0;3,0;1,1401754250991378;2003-01-21 19:08:58+00:00;2017-05-28 08:10:59+00:00;3;periodo_1970_1989;avaliacao_media;popularidade_baixa;genero_comedia|genero_terror|genero_ficcao_cientifica
1256;Duck Soup (1933);Comedy|Musical|War;1933;23;3,8043478260869565;4,0;1,145536103502145;2000-01-02 07:42:40+00:00;2018-03-07 07:39:07+00:00;3;periodo_antes_1950;avaliacao_media;popularidade_media;genero_comedia|genero_musical|genero_guerra
1257;Better Off Dead... (1985);Comedy|Romance;1985;27;3,685185185185185;4,0;0,9721916967124822;1997-09-16 13:11:56+00:00;2017-06-26 21:06:10+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_media;genero_comedia|genero_romance
1258;Shining, The (1980);Horror;1980;109;4,08256880733945;4,0;0,7622874976136029;1996-11-27 10:09:09+00:00;2018-09-03 02:58:01+00:00;1;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_terror
1259;Stand by Me (1986);Adventure|Drama;1986;91;4,0054945054945055;4,0;0,7207037667543575;1997-03-19 11:56:05+00:00;2018-08-10 23:39:38+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_aventura|genero_drama
1260;M (1931);Crime|Film-Noir|Thriller;1931;15;3,7333333333333334;4,0;1,1474609652039003;2000-03-24 19:15:09+00:00;2018-05-02 18:27:26+00:00;3;periodo_antes_1950;avaliacao_media;popularidade_media;genero_crime|genero_film_noir|genero_suspense
1261;Evil Dead II (Dead by Dawn) (1987);Action|Comedy|Fantasy|Horror;1987;34;4,044117647058823;4,0;0,8106081429996409;1997-09-16 13:23:16+00:00;2018-06-01 10:15:18+00:00;4;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_acao|genero_comedia|genero_fantasia|genero_terror
1262;Great Escape, The (1963);Action|Adventure|Drama|War;1963;43;4,127906976744186;4,0;0,8666645370107577;1999-10-14 17:04:21+00:00;2017-05-08 02:53:54+00:00;4;periodo_1950_1969;avaliacao_alta;popularidade_media;genero_acao|genero_aventura|genero_drama|genero_guerra
1263;Deer Hunter, The (1978);Drama|War;1978;43;3,8255813953488373;4,0;1,0958999396572953;1997-03-19 11:56:55+00:00;2018-07-03 18:31:09+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_media;genero_drama|genero_guerra
1264;Diva (1981);Action|Drama|Mystery|Romance|Thriller;1981;5;3,8;4,0;0,447213595499958;1999-10-14 10:48:05+00:00;2002-12-09 01:39:38+00:00;5;periodo_1970_1989;avaliacao_media;popularidade_baixa;genero_acao|genero_drama|genero_misterio|genero_romance|genero_suspense
1265;Groundhog Day (1993);Comedy|Fantasy|Romance;1993;143;3,944055944055944;4,0;0,8498237081162134;1996-11-05 06:28:41+00:00;2018-09-10 22:28:54+00:00;3;periodo_1990_1999;avaliacao_media;popularidade_alta;genero_comedia|genero_fantasia|genero_romance
1266;Unforgiven (1992);Drama|Western;1992;45;4,111111111111111;4,0;0,7221250905934833;1996-12-26 14:15:11+00:00;2018-08-11 02:14:29+00:00;2;periodo_1990_1999;avaliacao_alta;popularidade_media;genero_drama|genero_faroeste
1267;Manchurian Candidate, The (1962);Crime|Thriller|War;1962;30;4,25;4,0;0,7740400060943122;1997-04-07 07:12:24+00:00;2013-09-10 22:05:08+00:00;3;periodo_1950_1969;avaliacao_alta;popularidade_media;genero_crime|genero_suspense|genero_guerra
1268;Pump Up the Volume (1990);Comedy|Drama;1990;9;3,611111111111111;4,0;0,7817359599705717;1997-03-30 11:37:20+00:00;2018-02-23 00:33:01+00:00;2;periodo_1990_1999;avaliacao_media;popularidade_baixa;genero_comedia|genero_drama
1269;Arsenic and Old Lace (1944);Comedy|Mystery|Thriller;1944;29;3,8793103448275863;4,0;0,9224886024634;1997-04-07 07:13:27+00:00;2018-03-07 07:38:23+00:00;3;periodo_antes_1950;avaliacao_media;popularidade_media;genero_comedia|genero_misterio|genero_suspense
1270;Back to the Future (1985);Adventure|Comedy|Sci-Fi;1985;171;4,038011695906433;4,0;0,8744844665374806;1996-12-13 08:57:48+00:00;2018-08-31 10:02:09+00:00;3;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_aventura|genero_comedia|genero_ficcao_cientifica
1271;Fried Green Tomatoes (1991);Comedy|Crime|Drama;1991;30;3,5;3,5;0,8094272134003795;1997-03-19 11:54:39+00:00;2018-05-05 19:43:04+00:00;3;periodo_1990_1999;avaliacao_media;popularidade_media;genero_comedia|genero_crime|genero_drama
1272;Patton (1970);Drama|War;1970;33;4,121212121212121;4,5;1,1991553214027302;1996-12-26 14:15:11+00:00;2017-07-21 02:41:23+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_drama|genero_guerra
1273;Down by Law (1986);Comedy|Drama|Film-Noir;1986;11;4,045454545454546;4,0;0,7229988054812212;1999-10-17 17:58:23+00:00;2017-12-25 22:01:12+00:00;3;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_comedia|genero_drama|genero_film_noir
1274;Akira (1988);Action|Adventure|Animation|Sci-Fi;1988;39;3,7435897435897436;4,0;1,2715086091135728;1997-09-16 13:11:23+00:00;2018-05-02 19:34:05+00:00;4;periodo_1970_1989;avaliacao_media;popularidade_media;genero_acao|genero_aventura|genero_animacao|genero_ficcao_cientifica
1275;Highlander (1986);Action|Adventure|Fantasy;1986;48;3,7291666666666665;4,0;1,0363516887114312;1996-12-26 14:15:29+00:00;2018-09-01 18:42:07+00:00;3;periodo_1970_1989;avaliacao_media;popularidade_media;genero_acao|genero_aventura|genero_fantasia
1276;Cool Hand Luke (1967);Drama;1967;57;4,271929824561403;4,0;0,6201250985443274;1997-03-19 12:02:32+00:00;2017-05-14 23:14:30+00:00;1;periodo_1950_1969;avaliacao_alta;popularidade_alta;genero_drama
1277;Cyrano de Bergerac (1990);Comedy|Drama|Romance;1990;12;4,125;4,0;0,6784005252999681;1999-10-21 22:14:43+00:00;2007-10-16 01:53:49+00:00;3;periodo_1990_1999;avaliacao_alta;popularidade_media;genero_comedia|genero_drama|genero_romance
1278;Young Frankenstein (1974);Comedy|Fantasy;1974;69;3,9927536231884058;4,0;0,8931633867689722;1996-12-13 08:57:05+00:00;2018-08-10 03:39:13+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_alta;genero_comedia|genero_fantasia
1279;Night on Earth (1991);Comedy|Drama;1991;8;4,125;4,25;0,9543135154205276;2000-07-09 21:29:28+00:00;2016-11-19 08:34:19+00:00;2;periodo_1990_1999;avaliacao_alta;popularidade_baixa;genero_comedia|genero_drama
1280;Raise the Red Lantern (Da hong deng long gao gao gua) (1991);Drama;1991;9;4,333333333333333;4,0;0,6614378277661477;1997-03-19 11:58:18+00:00;2012-11-11 22:53:15+00:00;1;periodo_1990_1999;avaliacao_alta;popularidade_baixa;genero_drama
1281;Great Dictator, The (1940);Comedy|Drama|War;1940;15;4,133333333333334;4,0;0,6113996432854077;1997-05-30 20:59:50+00:00;2017-12-25 21:58:57+00:00;3;periodo_antes_1950;avaliacao_alta;popularidade_media;genero_comedia|genero_drama|genero_guerra
1282;Fantasia (1940);Animation|Children|Fantasy|Musical;1940;53;3,7830188679245285;4,0;1,0214499214082142;1996-12-13 08:58:05+00:00;2018-02-15 02:27:29+00:00;4;periodo_antes_1950;avaliacao_media;popularidade_alta;genero_animacao|genero_infantil|genero_fantasia|genero_musical
1283;High Noon (1952);Drama|Western;1952;19;4,2105263157894735;4,0;0,7512173356493558;1997-05-30 21:06:13+00:00;2017-06-26 06:08:08+00:00;2;periodo_1950_1969;avaliacao_alta;popularidade_media;genero_drama|genero_faroeste
1284;Big Sleep, The (1946);Crime|Film-Noir|Mystery;1946;14;4,142857142857143;4,25;0,9492622930986467;1998-06-28 11:34:02+00:00;2017-02-24 17:42:06+00:00;3;periodo_antes_1950;avaliacao_alta;popularidade_media;genero_crime|genero_film_noir|genero_misterio
1285;Heathers (1989);Comedy;1989;41;3,731707317073171;4,0;1,013024931674992;1997-04-07 07:15:52+00:00;2016-12-29 17:16:25+00:00;1;periodo_1970_1989;avaliacao_media;popularidade_media;genero_comedia
1286;Somewhere in Time (1980);Drama|Romance;1980;7;3,0714285714285716;3,0;1,096531327587567;1997-04-07 07:34:35+00:00;2018-08-12 22:51:26+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_baixa;genero_drama|genero_romance
1287;Ben-Hur (1959);Action|Adventure|Drama;1959;34;3,9411764705882355;4,0;0,9905975078001625;1997-05-30 20:55:55+00:00;2018-07-03 18:41:30+00:00;3;periodo_1950_1969;avaliacao_media;popularidade_media;genero_acao|genero_aventura|genero_drama
1288;This Is Spinal Tap (1984);Comedy;1984;66;4,015151515151516;4,0;0,7543193415243102;1997-04-07 07:15:23+00:00;2018-08-10 03:41:21+00:00;1;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_comedia
1289;Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983);Documentary;1983;11;3,8636363636363638;4,0;0,8090398349558905;1999-10-05 09:15:17+00:00;2018-02-27 22:33:32+00:00;1;periodo_1970_1989;avaliacao_media;popularidade_media;genero_documentario
1290;Some Kind of Wonderful (1987);Drama|Romance;1987;10;3,35;3,0;1,0013879257199867;1997-04-07 07:17:06+00:00;2013-05-18 16:42:33+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_media;genero_drama|genero_romance
1291;Indiana Jones and the Last Crusade (1989);Action|Adventure;1989;140;4,046428571428572;4,0;0,7817533065304718;1996-12-26 14:09:52+00:00;2018-08-31 10:01:31+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_alta;genero_acao|genero_aventura
1292;Being There (1979);Comedy|Drama;1979;20;3,95;4,0;0,8870412083230169;1997-03-19 11:59:20+00:00;2018-08-25 04:38:12+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_media;genero_comedia|genero_drama
1293;Gandhi (1982);Drama;1982;27;3,8333333333333335;4,0;0,9607689228305228;1997-03-19 11:56:26+00:00;2017-06-24 06:21:37+00:00;1;periodo_1970_1989;avaliacao_media;popularidade_media;genero_drama
1295;Unbearable Lightness of Being, The (1988);Drama;1988;11;3,227272727272727;3,0;1,3297299794250779;1997-03-19 12:03:44+00:00;2017-08-07 19:06:41+00:00;1;periodo_1970_1989;avaliacao_media;popularidade_media;genero_drama
1296;Room with a View, A (1986);Drama|Romance;1986;17;3,7058823529411766;4,0;1,118855770550484;1997-03-19 12:04:14+00:00;2015-05-18 17:00:38+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_media;genero_drama|genero_romance
1297;Real Genius (1985);Comedy;1985;20;3,675;4,0;0,8472090402579147;1997-05-30 21:00:31+00:00;2017-06-26 22:51:02+00:00;1;periodo_1970_1989;avaliacao_media;popularidade_media;genero_comedia
1298;Pink Floyd: The Wall (1982);Drama|Musical;1982;23;3,760869565217391;4,0;1,0538842141140994;1997-05-30 21:07:23+00:00;2018-06-18 15:02:24+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_media;genero_drama|genero_musical
1299;Killing Fields, The (1984);Drama|War;1984;28;4,017857142857143;4,0;1,0756750064851;1997-03-19 11:57:53+00:00;2017-06-27 00:05:36+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_drama|genero_guerra
1300;My Life as a Dog (Mitt liv som hund) (1985);Comedy|Drama;1985;9;4,166666666666667;4,0;0,7499999999999999;1997-03-19 11:59:19+00:00;2016-11-19 08:39:09+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_baixa;genero_comedia|genero_drama
1301;Forbidden Planet (1956);Drama|Sci-Fi;1956;13;3,8076923076923075;4,0;0,7227972727092274;1997-05-30 21:06:32+00:00;2018-08-11 00:06:32+00:00;2;periodo_1950_1969;avaliacao_media;popularidade_media;genero_drama|genero_ficcao_cientifica
1302;Field of Dreams (1989);Children|Drama|Fantasy;1989;56;3,517857142857143;3,75;1,1199199878655524;1996-12-13 08:58:05+00:00;2018-09-01 18:43:35+00:00;3;periodo_1970_1989;avaliacao_media;popularidade_alta;genero_infantil|genero_drama|genero_fantasia
1303;Man Who Would Be King, The (1975);Adventure|Drama;1975;17;4,029411764705882;4,0;0,6724625508925691;1996-12-26 14:15:29+00:00;2012-12-11 04:09:00+00:00;2;periodo_1970_1989;avaliacao_alta;popularidade_media;genero_aventura|genero_drama
1304;Butch Cassidy and the Sundance Kid (1969);Action|Western;1969;62;3,943548387096774;4,0;0,9281783618415149;1997-03-19 12:03:19+00:00;2017-02-24 17:41:32+00:00;2;periodo_1950_1969;avaliacao_media;popularidade_alta;genero_acao|genero_faroeste
1306;Until the End of the World (Bis ans Ende der Welt) (1991);Adventure|Drama|Sci-Fi;1991;5;2,7;3,0;1,2041594578792296;1997-05-30 20:41:39+00:00;2007-02-13 00:51:56+00:00;3;periodo_1990_1999;avaliacao_baixa;popularidade_baixa;genero_aventura|genero_drama|genero_ficcao_cientifica
1307;When Harry Met Sally... (1989);Comedy|Romance;1989;85;3,8588235294117648;4,0;0,8150802060514776;1997-03-19 11:57:53+00:00;2018-09-01 18:35:39+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_alta;genero_comedia|genero_romance
1320;Alien³ (a.k.a. Alien 3) (1992);Action|Horror|Sci-Fi|Thriller;1992;47;3,148936170212766;3,0;0,9435991089683603;1998-03-29 12:15:39+00:00;2018-09-03 02:55:33+00:00;4;periodo_1990_1999;avaliacao_media;popularidade_media;genero_acao|genero_terror|genero_ficcao_cientifica|genero_suspense
1321;American Werewolf in London, An (1981);Comedy|Horror|Thriller;1981;23;3,4130434782608696;3,5;0,912690502070209;1999-10-06 16:24:45+00:00;2018-08-10 03:46:59+00:00;3;periodo_1970_1989;avaliacao_media;popularidade_media;genero_comedia|genero_terror|genero_suspense
1327;Amityville Horror, The (1979);Drama|Horror|Mystery|Thriller;1979;15;2,6333333333333333;3,0;1,2742878496672263;2000-07-08 18:07:27+00:00;2018-08-10 04:17:24+00:00;4;periodo_1970_1989;avaliacao_baixa;popularidade_media;genero_drama|genero_terror|genero_misterio|genero_suspense
1333;Birds, The (1963);Horror|Thriller;1963;44;3,602272727272727;4,0;0,8039115525697959;1996-11-27 10:10:01+00:00;2018-08-12 05:45:50+00:00;2;periodo_1950_1969;avaliacao_media;popularidade_media;genero_terror|genero_suspense
1334;Blob, The (1958);Horror|Sci-Fi;1958;6;3,0;2,5;1,2649110640673518;1998-08-02 19:12:21+00:00;2002-09-03 19:07:44+00:00;2;periodo_1950_1969;avaliacao_media;popularidade_baixa;genero_terror|genero_ficcao_cientifica
1339;Dracula (Bram Stoker's Dracula) (1992);Fantasy|Horror|Romance|Thriller;1992;29;3,4655172413793105;3,5;0,8857103130373326;1996-11-27 10:10:01+00:00;2017-06-26 22:54:19+00:00;4;periodo_1990_1999;avaliacao_media;popularidade_media;genero_fantasia|genero_terror|genero_romance|genero_suspense
1342;Candyman (1992);Horror|Thriller;1992;11;2,5;2,5;1,0488088481701516;2000-08-08 03:22:32+00:00;2017-06-26 22:39:33+00:00;2;periodo_1990_1999;avaliacao_baixa;popularidade_media;genero_terror|genero_suspense
1343;Cape Fear (1991);Thriller;1991;25;3,78;4,0;0,6934214687571573;1997-03-19 12:00:45+00:00;2018-02-22 21:39:03+00:00;1;periodo_1990_1999;avaliacao_media;popularidade_media;genero_suspense
1344;Cape Fear (1962);Crime|Drama|Thriller;1962;14;3,9642857142857144;4,0;0,5705694090550688;1997-09-16 13:32:53+00:00;2012-11-11 22:51:55+00:00;3;periodo_1950_1969;avaliacao_media;popularidade_media;genero_crime|genero_drama|genero_suspense
1345;Carrie (1976);Drama|Fantasy|Horror|Thriller;1976;36;3,3472222222222223;3,5;0,9473228778619437;1996-11-27 10:10:01+00:00;2018-08-10 03:46:22+00:00;4;periodo_1970_1989;avaliacao_media;popularidade_media;genero_drama|genero_fantasia|genero_terror|genero_suspense
1346;Cat People (1982);Drama|Fantasy|Horror;1982;8;2,8125;3,0;1,19335960332883;1997-04-07 07:38:11+00:00;2012-04-07 21:20:00+00:00;3;periodo_1970_1989;avaliacao_baixa;popularidade_baixa;genero_drama|genero_fantasia|genero_terror
1347;Nightmare on Elm Street, A (1984);Horror|Thriller;1984;27;3,0;3,0;1,2009611535381535;1997-09-16 13:34:02+00:00;2017-06-26 22:45:26+00:00;2;periodo_1970_1989;avaliacao_media;popularidade_media;genero_terror|genero_suspense
